under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
32767,18736,-3488,18232,-4260,-9714,-25220,-32768,-32768,-30422,32767,16365
18028,-16124,-15472,6084,22672,-21064,-32768,7172,3384,8400,32767,-14279
-3936,14116,7864,-17123,6542,-24416,-8200,13840,20556,-22438,19204,-1266
-18044,-21872,-32768,7908,-31251,6077,-32768,-13332,-17312,-6007,-31115,1320
32767,11420,25728,-9372,-14070,28255,5500,-5536,-25908,429,-27145,-1781
-4348,19816,25348,-5869,4822,-1780,-3208,-4500,32767,1059,-32768,-1663
32767,-10040,10736,160,2845,-27669,31000,-13124,-32768,28107,8392,-1571
8700,-20472,-15864,20352,21472,-11293,-32768,-10416,19260,-7634,24986,-6891
-1524,3572,-2448,16045,4724,6671,-8240,7548,22876,-10130,3637,-7312
32767,-11916,-5236,9924,-1997,22329,-32768,-5824,-26436,7050,-25860,14512
14656,15756,4160,12167,2751,19930,10240,-5140,-14164,-22111,-25217,-6497
-1872,-1720,19756,17100,13206,2053,-6880,1256,22644,-32768,-6717,-205
32767,-12996,7204,26701,17996,-21139,-23560,17312,-28740,-6676,22401,-17172
712,-6536,-13908,32767,-4178,15637,-16556,-100,9884,-4645,3617,-6889
-10380,-12356,-3468,-11228,-11968,14456,-6408,-3184,10980,-29323,-11045,-6112
32767,-6956,-7992,5153,-3587,11011,-32768,-4332,-25540,-16121,-20934,2687
25404,8424,16436,4710,-1019,22151,-3324,1760,-11668,-15432,-15132,1128
-1060,14144,19752,-3676,2364,-8792,1844,11376,-4404,-2593,389,7700
-7668,4460,-1296,9553,309,4051,-3120,14096,18764,-14630,6987,-4127
21912,-19836,1096,-3359,-16927,1996,-32768,18168,-5684,-5620,-23779,-1472
32767,2620,-6248,14640,-10133,31750,-22456,-10956,-32768,-10713,-32768,917
6968,32767,3164,5493,32767,26657,3904,10708,-4632,4019,-12017,7362
32767,12716,2924,17977,7135,-5885,-32768,-25820,-32768,-32768,32767,10237
30656,-12480,-3848,7807,18983,-29733,-32768,13204,-22404,16259,32767,-10133
-3292,7032,-14352,1589,-4516,-8621,-15296,13832,24492,9193,14667,-6445
32767,-32768,-15144,-23936,-9769,4896,-32768,12052,-3504,-4599,-20713,74
32767,2396,-8476,10544,-13495,31510,-21156,-9440,-32768,2287,-32768,7102
8352,32767,10080,-895,32767,29670,5596,4772,-4148,-12960,-14407,3185
32767,18764,2640,14795,-4989,-8719,-32768,-32768,-32768,-27928,32767,22142
28116,-17756,-10844,-1316,29708,-32505,-32768,23024,-11800,7748,32767,-18636
-1564,-1852,-2348,-9844,2003,-8533,-9608,24016,31380,-3914,18247,-794
32767,-32768,-21776,-7306,24860,3556,-32768,20384,-11688,8039,-24695,6575
32767,7500,-144,5961,-8689,32767,-3644,-9756,-28060,-7215,-31949,-1751
-15588,32767,19312,-8676,-19998,11463,-3464,2372,7120,-382,-7440,883
30480,19508,-228,12110,-11998,-12926,-2300,-29876,32767,-30122,1785,83
-1564,-1164,-13536,-8322,-3288,-3137,-11744,23004,32767,-14056,14815,-3954
19488,32767,32767,20439,-27737,-19305,-32768,24720,-8352,6242,-20018,3770
32767,1612,-8340,7810,-13423,32767,-8832,-6228,-32768,-6560,-32768,-416
-9080,32767,10920,-424,22705,28776,-376,6316,-7760,-6256,-15576,2254
